Faculty,Gender,Registration No.(20/1/400/D/178),Offering time,Year of Graduation,Campus,The Programme met my expectations,The programme curriculum was rich and work-oriented,There was a variety of electives to choose,My lecturers have been teaching regularly,I am competent to apply what I studied at Ndejje University in the field,Lecturers displayed knowledge of course content,Lecturers emphasized critical thinking,Lecturers were available for consultation outside class,Tests and exams were communicated in time for ample preparations,How would you rate the contribution of your mentor/Supervisor to the successes of your Research?,My research experience contributed to my academic success?,"Library facilities (atmosphere, available sitting, hours)","Library staff (assistance in research, effectively finding information, learning how to use the libraries)","Access to electronic library resources (databases, electronic journals, and electronic books)",The hostels facilities were conducive,The staff at the Dean of Students office were supportive during challenges,Students were encouraged to participate in co-curricular activities,The quality of meals was adequate,There were adequate counselling services in place,The Chaplaincy activities contributed to my spiritual welfare,Suggestion for Improvement of the above services provided,ICT staff have been available for assistance,Projectors were available for learning,There was an effective Public Address for my class,There was access to reliable internet at the Faculty,There was access to computer labs during the practical courses,Online learning (ODeL) experience,Overall Satisfaction with University Departments [VC and DVC offices],Overall Satisfaction with University Departments [Academic Registrarâ€™s office],Overall Satisfaction with University Departments [Finance/Accounts],Overall Satisfaction with University Departments [Students Guild services],Overall Satisfaction with University Departments [Chaplaincy],Overall Satisfaction with University Departments [Sports facilities and recreation services],Overall Satisfaction with University Departments [Kitchen Services],Overall Satisfaction with University Departments [University Health Services],Overall Satisfaction with University Departments [Halls of residence],Overall Satisfaction with University Departments [University Website and Social Media Platforms],Overall Satisfaction with University Departments [Science/Practical Laboratories],Overall Satisfaction with University Departments [Community Outreach services],Overall Satisfaction with University Departments [Security department],"4
Rate your overall experience about Ndejje University","2
How likely are you to recommend someone to join Ndejje University",Home District,Hall of Residence,Tution 
Faculty of Engineering & Survey,Male,19/1/328/D/437,Day,2023,Main Campus Luwero,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Good,Strongly agree,Good,Good,Fair,Disagree,Agree,Agree,Disagree,Agree,Agree,Very well,Agree,Strongly agree,Agree,Disagree,Agree,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,2,2,Kyotera,Muteesa,"3,000,000"
Faculty of Engineering & Survey,Female,19/1/328/D/458,Day,2023,Main Campus Luwero,Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Neutral,Agree,Fair,Agree,Average,Good,Average,Agree,Agree,Agree,Agree,Neutral,Strongly agree,NA,Neutral,Agree,Disagree,Disagree,Agree,Dissatisfied,Satisfied,Satisfied,Neutral,Satisfied,Very Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,4,3,Luweero,Akidua,"3,800,000"
Faculty of Engineering & Survey,Male,19/1/328/D/610,Day,2022,Main Campus Luwero,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Good,Agree,Good,Good,Average,Agree,Agree,Agree,Neutral,Agree,Strongly agree,NA,Neutral,Strongly agree,Agree,Disagree,Agree,Neutral,Very Satisfied,Satisfied,Very Dissatisfied,Dissatisfied,Very Satisfied,Very Satisfied,Dissatisfied,Satisfied,Neutral,Very Dissatisfied,Very Satisfied,Neutral,Satisfied,4,5,Bukomansimbi,Ham Mukasa,"3,000,000"
Faculty of Engineering & Survey,Female,20/2/328/W/251,Weekend,2023,Kampala Campus,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Excellent,Strongly agree,Fair,Good,Average,Neutral,Agree,Strongly disagree,Neutral,Neutral,Neutral,Kampala campus has no play ground hence sports is not done. A play ground should be acquired to improve the campus co-curricular activities.,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Dissatisfied,Neutral,Satisfied,Satisfied,Neutral,Neutral,Very Dissatisfied,Neutral,Neutral,Neutral,Neutral,Very Dissatisfied,Dissatisfied,Neutral,3,2,Butambala,Yokaana,"3,800,000"
Faculty of Engineering & Survey,Male,19/1/328/D/570,Day,2023,Main Campus Luwero,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Excellent,Strongly agree,Average,Fair,Fair,Neutral,Agree,Agree,Neutral,Agree,Agree,The University should improve on the quality of meals cooked for students by employing chefs.,Disagree,Strongly agree,Agree,Agree,Agree,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Neutral,Very Satisfied,Very Satisfied,Neutral,Satisfied,3,2,Buvuma,Muteesa,"3,000,000"
Faculty of Engineering & Survey,Male,19/1/224/D/267,Day,2023,Main Campus Luwero,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Good,Agree,Poor,Excellent,Poor,Agree,Agree,Strongly disagree,Agree,Agree,Agree,"There is need to improve on co-curicular activities, especially football games during gala. Personally, I observed the incompetence of referees that rule with bias and thus killing the beauty of the game.",Agree,Disagree,Agree,Disagree,Agree,Dissatisfied,Very Dissatisfied,Satisfied,Very Dissatisfied,Very Dissatisfied,Very Satisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Satisfied,Very Satisfied,Very Dissatisfied,Very Satisfied,3,1,Gomba,Akidua,"3,800,000"
Faculty of Engineering & Survey,Male,20/2/328/W/052,Weekend,2023,Kampala Campus,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Good,Agree,Good,Good,Average,Agree,Agree,Agree,Agree,Neutral,Neutral,Include students in planning and implementation of programs,Agree,Agree,Neutral,Neutral,Agree,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Neutral,Neutral,Satisfied,Neutral,Satisfied,Neutral,Neutral,Neutral,Satisfied,Satisfied,1,1,Kalangala,Akidua,"3,000,000"
Faculty of Engineering & Survey,Male,19/1/328/D/167,Day,2023,Main Campus Luwero,Agree,Neutral,Strongly disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Good,Agree,Poor,Poor,Poor,Disagree,Disagree,Neutral,Strongly disagree,Strongly disagree,Disagree,NA,Disagree,Neutral,Disagree,Strongly disagree,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,3,3,Bukomansimbi,Yokaana,"3,800,000"
Faculty of Engineering & Survey,Male,19/1/328/D/023,Day,2023,Main Campus Luwero,Agree,Neutral,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Agree,Excellent,Agree,Average,Average,Poor,Neutral,Agree,Agree,Strongly disagree,Disagree,Neutral,NA,Neutral,Agree,Neutral,Strongly disagree,Neutral,Dissatisfied,Neutral,Satisfied,Very Dissatisfied,Dissatisfied,Neutral,Neutral,Very Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,3,3,Butambala,Muteesa,"3,000,000"
Faculty of Engineering & Survey,Male,19/1/328/D/004,Day,2023,Main Campus Luwero,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Fair,Neutral,Fair,Fair,Poor,Neutral,Neutral,Neutral,Disagree,Disagree,Strongly agree,Improve the meals,Disagree,Neutral,Disagree,Disagree,Neutral,Very Dissatisfied,Neutral,Neutral,Neutral,Dissatisfied,Very Satisfied,Satisfied,Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,3,3,Buvuma,Akidua,"3,800,000"
Faculty of Engineering & Survey,Male,19/1/328/D/418,Day,2023,Main Campus Luwero,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Fair,Strongly agree,Average,Average,Poor,Disagree,Agree,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Meals improvement should be prioritized,Neutral,Strongly disagree,Disagree,Strongly disagree,Agree,Dissatisfied,Satisfied,Satisfied,Very Dissatisfied,Dissatisfied,Satisfied,Satisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Satisfied,Very Dissatisfied,Satisfied,Satisfied,3,3,Gomba,Ham Mukasa,"3,000,000"
Faculty of Engineering & Survey,Male,20/2/328/w/328,Weekend,2023,Kampala Campus,Strongly agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Average,Neutral,Good,Good,Poor,Neutral,Agree,Agree,Strongly agree,Neutral,Agree,Am fine with that section..,Agree,Agree,Agree,Neutral,Neutral,Neutral,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,Very Satisfied,4,4,Kalangala,Yokaana,"3,800,000"
Faculty of Engineering & Survey,Male,20/2/328/W/466,Weekend,2023,Main Campus Luwero,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Good,Strongly agree,Good,Good,Good,Agree,Agree,Agree,Agree,Agree,Agree,Keep it up,Neutral,Agree,Agree,Neutral,Agree,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,4,4,Kalungu,Muteesa,"3,000,000"
Faculty of Engineering & Survey,Female,19/1/328/D/591,Day,2023,Main Campus Luwero,Neutral,Strongly disagree,Disagree,Agree,Strongly disagree,Neutral,Neutral,Disagree,Strongly disagree,Poor,Agree,Poor,Poor,Poor,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,Neutral,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Neutral,Satisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,3,1,Kampala,Akidua,"3,800,000"
Faculty of Engineering & Survey,Female,19/1/328/D/598,Day,2023,Main Campus Luwero,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Average,Neutral,Good,Fair,Fair,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Understanding of students should be prioritized past Them paying fees,Neutral,Disagree,Disagree,Neutral,Agree,Satisfied,Very Satisfied,Very Satisfied,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Neutral,4,3,Kasanda,Ham Mukasa,"3,000,000"
Faculty of Engineering & Survey,Female,20/2/328/W/572,Weekend,2023,Kampala Campus,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,Disagree,Strongly agree,Good,Agree,Good,Poor,Poor,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,NA,Strongly disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,Very Dissatisfied,Neutral,Satisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,1,1,Kayunga,Yokaana,"3,800,000"
Faculty of Engineering & Survey,Male,20/2/328/W/576,Weekend,2023,Kampala Campus,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Agree,Agree,Neutral,Agree,Excellent,Strongly agree,Good,Good,Average,Neutral,Agree,Agree,Neutral,Neutral,Neutral,NA,Agree,Agree,Neutral,Neutral,Agree,Satisfied,Satisfied,Very Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Neutral,Neutral,Neutral,4,5,Kiboga,Muteesa,"3,000,000"
Faculty of Engineering & Survey,Female,20/2/328/w/347,Weekend,2023,Kampala Campus,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Excellent,Strongly agree,Good,Good,Average,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Construction of churches near campus,Agree,Agree,Agree,Agree,Agree,Satisfied,Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,2,1,Kyankwanzi,Akidua,"3,800,000"
Faculty of Engineering & Survey,Female,20/2/328/W/517,Weekend,2023,Kampala Campus,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Excellent,Strongly agree,Good,Good,Average,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,NA,Agree,Strongly agree,Disagree,Disagree,Strongly agree,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Dissatisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,4,5,Kyotera,Ham Mukasa,"3,000,000"
Faculty of Engineering & Survey,Male,16/2/328/w/1519,Weekend,2023,Kampala Campus,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Excellent,Strongly disagree,Excellent,Good,Average,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Time not enough especially  for co_curricular activities.,Strongly agree,Agree,Agree,Agree,Agree,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,1,1,Luweero,Yokaana,"3,800,000"
Faculty of Engineering & Survey,Female,20/2/328/W/414,Weekend,2023,Kampala Campus,Strongly agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Excellent,Strongly agree,Good,Average,Average,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Some services are not availiable like clinic at kampala campus,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Neutral,Satisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Neutral,3,3,Bukomansimbi,Muteesa,"3,000,000"
Faculty of Engineering & Survey,Female,18/2/328/W/1246,Weekend,2023,Kampala Campus,Agree,Agree,Neutral,Agree,Strongly agree,Agree,Agree,Agree,Agree,Good,Agree,Good,Good,Fair,Agree,Agree,Neutral,Agree,Neutral,Agree,Giving ample time for weekend students  in prayers,Agree,Neutral,Disagree,Disagree,Agree,Dissatisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Neutral,Neutral,3,3,Bukomansimbi,Akidua,"3,800,000"
Faculty of Engineering & Survey,Male,20/2/328/W/851,Weekend,2023,Kampala Campus,Agree,Strongly agree,Agree,Neutral,Strongly agree,Neutral,Agree,Strongly agree,Neutral,Excellent,Neutral,Good,Average,Poor,Neutral,Agree,Disagree,Neutral,Disagree,Neutral,We need more counselling services of it's easy to study as u work.,Neutral,Neutral,Strongly disagree,Strongly disagree,Agree,Satisfied,Neutral,Very Satisfied,Very Satisfied,Satisfied,Neutral,Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Very Dissatisfied,3,3,Butambala,Ham Mukasa,"3,000,000"
Faculty of Engineering & Survey,Female,20/2/328/W/555,Weekend,2023,Kampala Campus,Strongly agree,Agree,Disagree,Neutral,Strongly agree,Agree,Agree,Neutral,Strongly agree,Good,Agree,Average,Average,Average,Agree,Agree,Agree,Agree,Agree,Strongly agree,NA,Agree,Neutral,Neutral,Disagree,Agree,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,4,4,Buvuma,Akidua,3500000
Faculty of Engineering & Survey,Female,20/2/328/w/447,Weekend,2023,Kampala Campus,Strongly agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Excellent,Strongly agree,Good,Good,Good,Neutral,Agree,Neutral,Neutral,Agree,Neutral,NA,Agree,Agree,Agree,Neutral,Agree,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,4,4,Gomba,Yokaana,4000000
Faculty of Engineering & Survey,Male,20/2/328/W/504,Weekend,2023,Kampala Campus,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Excellent,Strongly agree,Average,Average,Fair,Agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,NA,Agree,Strongly agree,Agree,Disagree,Agree,Dissatisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Neutral,3,3,Kalangala,Muteesa,3000000
Faculty of Engineering & Survey,Male,20/2/328/W/411,Weekend,2023,Kampala Campus,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Good,Agree,Good,Good,Average,Agree,Agree,Agree,Agree,Agree,Strongly agree,NA,Strongly agree,Agree,Agree,Strongly disagree,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,4,3,Kalungu,Akidua,2500000
Faculty of Engineering & Survey,Male,19/2/328/w/1005,Weekend,2023,Kampala Campus,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Excellent,Agree,Good,Good,Poor,Agree,Agree,Agree,Agree,Agree,Agree,Closeness,Agree,Agree,Agree,Disagree,Agree,Satisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,3,1,Kampala,Ham Mukasa,1500000
Faculty of Engineering & Survey,Male,18/2/328/W/1528,Weekend,2023,Kampala Campus,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly agree,Excellent,Agree,Average,Average,Fair,Neutral,Agree,Agree,Neutral,Neutral,Neutral,None,Strongly agree,Strongly agree,Agree,Neutral,Agree,Neutral,Satisfied,Very Satisfied,Very Dissatisfied,Dissatisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Very Satisfied,Neutral,Satisfied,3,3,Kasanda,Yokaana,1800000
Faculty of Engineering & Survey,Male,19/2/328/W/1284,Weekend,2023,Kampala Campus,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Excellent,Strongly agree,Average,Average,Fair,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,They were okay,Agree,Disagree,Disagree,Disagree,Agree,Satisfied,Satisfied,Very Satisfied,Very Dissatisfied,Neutral,Satisfied,Neutral,Neutral,Neutral,Neutral,Satisfied,Dissatisfied,Neutral,Satisfied,3,3,Kayunga,Muteesa,3800000
Faculty of Engineering & Survey,Male,19/1/328/D/183,Day,2023,Main Campus Luwero,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Neutral,Disagree,Good,Agree,Average,Average,Average,Neutral,Neutral,Agree,Disagree,Neutral,Agree,IMPROVE SEVRVICE DELIVERY,Neutral,Agree,Disagree,Strongly disagree,Neutral,Dissatisfied,Neutral,Satisfied,Very Dissatisfied,Neutral,Very Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Satisfied,2,3,Kiboga,Akidua,2200000
Faculty of Engineering & Survey,Female,20/2/328/W/243,Weekend,2023,Kampala Campus,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Good,Agree,Good,Good,Good,Agree,Agree,Agree,Agree,Agree,Agree,NA,Agree,Agree,Agree,Agree,Agree,Neutral,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3,3,Kyankwanzi,Ham Mukasa,1600000
Faculty of Engineering & Survey,Male,20/2/328/W/863,Weekend,2023,Kampala Campus,Strongly agree,Strongly disagree,Neutral,Agree,Strongly agree,Agree,Agree,Agree,Agree,Good,Agree,Good,Good,Good,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,NA,Agree,Agree,Agree,Agree,Agree,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,4,4,Kyotera,Yokaana,2000000
Faculty of Engineering & Survey,Male,20/2/328/W/571,Weekend,2023,Main Campus Luwero,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Good,Agree,Poor,Average,Poor,Neutral,Strongly disagree,Agree,Agree,Disagree,Neutral,Nothing,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,2,1,Luweero,Muteesa,2100000
Faculty of Engineering & Survey,Male,19/2/328/W/620,Weekend,2023,Kampala Campus,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Good,Strongly agree,Excellent,Good,Fair,Agree,Agree,Agree,Agree,Agree,Agree,Support to students challenges,Agree,Agree,Agree,Disagree,Agree,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,2,1,Lwengo,Akidua,2300000
Faculty of Engineering & Survey,Female,20/2/328/W/373,Weekend,2023,Kampala Campus,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Excellent,Agree,Average,Average,Average,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,NA,Agree,Neutral,Strongly disagree,Disagree,Agree,Dissatisfied,Neutral,Satisfied,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Satisfied,Neutral,Neutral,4,3,Lyantonde,Ham Mukasa,1500000
Faculty of Engineering & Survey,Male,19/2/W/238/1332,Weekend,2023,Main Campus Luwero,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Average,Strongly agree,Excellent,Good,Average,Neutral,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,NA,Strongly agree,Agree,Agree,Agree,Agree,Satisfied,Satisfied,Satisfied,Very Dissatisfied,Dissatisfied,Very Satisfied,Very Satisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Neutral,4,4,Masaka,Yokaana,1800000
Faculty of Engineering & Survey,Male,19/1/328/D/604,Day,2023,Main Campus Luwero,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Good,Agree,Fair,Good,Fair,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Improvement of hostels,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3,3,Mityana,Muteesa,2200000
Faculty of Engineering & Survey,Female,19/1/328/D/199,Day,2023,Main Campus Luwero,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Average,Strongly agree,Average,Good,Fair,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,The halls are too cramped up and unhygienic. The cleaners should be taken more seriously to provide better services,Neutral,Disagree,Disagree,Neutral,Disagree,Dissatisfied,Neutral,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Very Dissatisfied,Neutral,Dissatisfied,Satisfied,Satisfied,3,3,Mpigi,Akidua,2500000
Faculty of Engineering & Survey,Male,20/2/328/w/803,Weekend,2023,Kampala Campus,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Excellent,Agree,Excellent,Good,Good,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,none,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,5,3,Mubende,Ham Mukasa,2000000
Faculty of Engineering & Survey,Male,19/2/328/w/449,Weekend,2023,Kampala Campus,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Excellent,Agree,Average,Fair,Fair,Neutral,Agree,Agree,Neutral,Neutral,Neutral,It has been okay,Agree,Neutral,Disagree,Neutral,Agree,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,2,2,Mukono,Akidua,2100000
Faculty of Engineering & Survey,Male,20/2/328/W/685,Weekend,2023,Kampala Campus,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Excellent,Agree,Good,Good,Average,Neutral,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,They should make sure be available to help students during examinations and let people seat for there papers with 70%,Agree,Neutral,Neutral,Disagree,Agree,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Very Satisfied,5,5,Nakaseke,Yokaana,2300000
